status,youtube_id,label,split,reason
failed,0u-aUD__8Ig,typing on computer keyboard,train,ERROR: [youtube] 0u-aUD__8Ig: Video unavailable
failed,9FoazVf3CVg,"bird chirping, tweeting",test,ERROR: [youtube] 9FoazVf3CVg: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,871TLjDWOlg,car engine knocking,train,ERROR: [youtube] 871TLjDWOlg: Video unavailable
failed,DAxjaVWyY9k,waterfall burbling,train,ERROR: [youtube] DAxjaVWyY9k: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,8ee-bCZtc_g,cat meowing,train,ERROR: [youtube] 8ee-bCZtc_g: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,O77EGmwwiQA,cat meowing,train,ERROR: [youtube] O77EGmwwiQA: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,MY-bxnrlbYE,train horning,train,could not convert string to float: 'N/A'
failed,_li-E5pK59I,playing piano,train,ERROR: [youtube] _li-E5pK59I: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,3u3Do2iz354,waterfall burbling,train,ERROR: [youtube] 3u3Do2iz354: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,9QmnSTnSGLU,"female speech, woman speaking",train,ERROR: [youtube] 9QmnSTnSGLU: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,LU55uIgHp50,playing acoustic guitar,train,ERROR: [youtube] LU55uIgHp50: This video has been removed for violating YouTube's Terms of Service
failed,MCHF6xOL48k,train horning,train,ERROR: [youtube] MCHF6xOL48k: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,jWEjK8LcjDQ,waterfall burbling,test,ERROR: [youtube] jWEjK8LcjDQ: Video unavailable
failed,RJnou9A2OKc,typing on computer keyboard,train,ERROR: [youtube] RJnou9A2OKc: Video unavailable
failed,19_c58yNYVw,thunder,test,ERROR: [youtube] 19_c58yNYVw: Video unavailable. This video is no longer available because the YouTube account associated with this video has been terminated.
failed,ZexoujYHiOI,playing piano,train,ERROR: [youtube] ZexoujYHiOI: Video unavailable
failed,5CS_sySo-aU,ocean burbling,train,ERROR: [youtube] 5CS_sySo-aU: This video is not available
failed,EcY2PTlZOA0,playing acoustic guitar,train,ERROR: [youtube] EcY2PTlZOA0: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,k4nDRzECe7Y,cat meowing,train,ERROR: [youtube] k4nDRzECe7Y: Video unavailable
failed,TjF7KY9R8Kc,thunder,test,ERROR: [youtube] TjF7KY9R8Kc: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,GboBmTdNr3Q,dog barking,train,ERROR: [youtube] GboBmTdNr3Q: Video unavailable
failed,2CT42EaIcm4,cat meowing,train,ERROR: [youtube] 2CT42EaIcm4: Video unavailable
failed,nULDV0qOSDw,raining,train,ERROR: [youtube] nULDV0qOSDw: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,4yqIXHBF3Cg,dog barking,train,ERROR: [youtube] 4yqIXHBF3Cg: Video unavailable
failed,26JmsP1D9oQ,ocean burbling,train,ERROR: [youtube] 26JmsP1D9oQ: This video is not available
failed,8evHpuXTcgM,typing on computer keyboard,test,ERROR: [youtube] 8evHpuXTcgM: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,dYvTII4aVYQ,playing piano,train,ERROR: [youtube] dYvTII4aVYQ: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,YrRp7oKSc5w,typing on computer keyboard,train,ERROR: [youtube] YrRp7oKSc5w: Video unavailable
failed,d63tygLxHPQ,typing on computer keyboard,train,ERROR: [youtube] d63tygLxHPQ: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,1fqWnC_Ztow,playing acoustic guitar,train,ERROR: [youtube] 1fqWnC_Ztow: Video unavailable
failed,3XhTM13Li7M,dog barking,train,ERROR: [youtube] 3XhTM13Li7M: Video unavailable
failed,PzC8BQlsu_I,raining,train,ERROR: [youtube] PzC8BQlsu_I: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,HMfiK6CBa3c,"female speech, woman speaking",train,ERROR: [youtube] HMfiK6CBa3c: This video has been removed for violating YouTube's Terms of Service
failed,d0Uz_RnRV88,playing acoustic guitar,test,ERROR: [youtube] d0Uz_RnRV88: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,adi-h7zRZzM,dog barking,train,ERROR: [youtube] adi-h7zRZzM: Video unavailable. This video is no longer available because the YouTube account associated with this video has been terminated.
failed,WOFjt5KxPGo,raining,train,ERROR: [youtube] WOFjt5KxPGo: Video unavailable
failed,HxQgKit-huA,people crowd,test,ERROR: [youtube] HxQgKit-huA: This video is not available
failed,4JnKt1IAISk,train horning,train,ERROR: [youtube] 4JnKt1IAISk: Video unavailable
failed,ACr6r40_UeQ,typing on computer keyboard,train,ERROR: [youtube] ACr6r40_UeQ: Video unavailable
failed,KBAW9bg6tPk,people crowd,test,ERROR: [youtube] KBAW9bg6tPk: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,yxHTdfBDTYE,raining,train,ERROR: [youtube] yxHTdfBDTYE: Video unavailable. This video is no longer available because the YouTube account associated with this video has been terminated.
failed,2GnQis8YHhk,waterfall burbling,train,ERROR: [youtube] 2GnQis8YHhk: Video unavailable
failed,GToGUQZOe7Y,people crowd,train,ERROR: [youtube] GToGUQZOe7Y: Video unavailable
failed,5su1M6NdG-I,raining,test,ERROR: [youtube] 5su1M6NdG-I: This video is not available
failed,1c72xzS3vLw,ocean burbling,train,ERROR: [youtube] 1c72xzS3vLw: Video unavailable
failed,hzQyTOaBHzI,raining,test,ERROR: [youtube] hzQyTOaBHzI: Video unavailable
failed,50tgN7Vaf78,people crowd,test,ERROR: [youtube] 50tgN7Vaf78: Video unavailable
failed,zlL_aOhD_X0,dog barking,train,ERROR: [youtube] zlL_aOhD_X0: Video unavailable
failed,mYZWHUYO0l0,raining,train,ERROR: [youtube] mYZWHUYO0l0: Video unavailable
failed,PniqNWep-n0,car engine knocking,train,ERROR: [youtube] PniqNWep-n0: Video unavailable
failed,M6_yuMaYxFk,playing piano,train,ERROR: [youtube] M6_yuMaYxFk: Video unavailable
failed,s0_iNCOiHUQ,typing on computer keyboard,train,ERROR: [youtube] s0_iNCOiHUQ: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,i5e3uja3Rx0,car engine knocking,train,ERROR: [youtube] i5e3uja3Rx0: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,8WkA4ra6Lv4,train horning,train,ERROR: [youtube] 8WkA4ra6Lv4: Video unavailable
failed,Y-qOOR0izlE,helicopter,test,ERROR: [youtube] Y-qOOR0izlE: This video is not available
failed,Iym41wAALpA,typing on computer keyboard,train,ERROR: [youtube] Iym41wAALpA: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,jZDwjwK-0fQ,"bird chirping, tweeting",train,ERROR: [youtube] jZDwjwK-0fQ: This video is not available
failed,OVpBNJbi47k,people crowd,train,ERROR: [youtube] OVpBNJbi47k: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,fX2Augg8Zk8,ocean burbling,test,ERROR: [youtube] fX2Augg8Zk8: This video is not available
failed,G2einOSg8AE,playing piano,train,ERROR: [youtube] G2einOSg8AE: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,VCxEjJ1JM1Q,car engine knocking,train,ERROR: [youtube] VCxEjJ1JM1Q: Video unavailable
failed,XyXGl7VwesA,ocean burbling,train,ERROR: [youtube] XyXGl7VwesA: Video unavailable
failed,wGW5opPM7aM,raining,train,ERROR: [youtube] wGW5opPM7aM: Video unavailable
failed,YJcwRqZtEoM,train horning,train,ERROR: [youtube] YJcwRqZtEoM: Video unavailable
failed,we1BT4NJQ0E,waterfall burbling,train,ERROR: [youtube] we1BT4NJQ0E: Video unavailable
failed,hXJvRUN6Z3M,thunder,train,ERROR: [youtube] hXJvRUN6Z3M: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,7aC0752bu7c,raining,train,ERROR: [youtube] 7aC0752bu7c: Video unavailable
failed,-cjxRKdMcgw,raining,train,ERROR: [youtube] -cjxRKdMcgw: Video unavailable
failed,H2Dg37OOlV4,typing on computer keyboard,train,ERROR: [youtube] H2Dg37OOlV4: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,FS7kLyDBcXw,"bird chirping, tweeting",train,ERROR: [youtube] FS7kLyDBcXw: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,9u9Zgbbngkg,"bird chirping, tweeting",test,ERROR: [youtube] 9u9Zgbbngkg: Video unavailable
failed,UPnFeMwOTnA,dog barking,train,ERROR: [youtube] UPnFeMwOTnA: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,zqqyj8Lo8a8,waterfall burbling,train,ERROR: [youtube] zqqyj8Lo8a8: Video unavailable
failed,J8blI3E4Gtc,typing on computer keyboard,train,ERROR: [youtube] J8blI3E4Gtc: Video unavailable
failed,4nPwg37Vrg4,people crowd,train,ERROR: [youtube] 4nPwg37Vrg4: Video unavailable. This video is no longer available because the YouTube account associated with this video has been terminated.
failed,Vy5Jn5HWC1k,"bird chirping, tweeting",train,ERROR: [youtube] Vy5Jn5HWC1k: Video unavailable
failed,jo35ZSkA8Uo,playing acoustic guitar,train,ERROR: [youtube] jo35ZSkA8Uo: Video unavailable. This video is no longer available because the YouTube account associated with this video has been terminated.
failed,Kot3U2b6P4M,raining,train,ERROR: [youtube] Kot3U2b6P4M: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,Jcz09Kj0nAY,typing on computer keyboard,test,ERROR: [youtube] Jcz09Kj0nAY: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,CPF_KlBowoo,raining,train,ERROR: [youtube] CPF_KlBowoo: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,HLgZcNhBmXc,dog barking,train,ERROR: [youtube] HLgZcNhBmXc: Video unavailable
failed,EpjA5BwIS-k,thunder,train,ERROR: [youtube] EpjA5BwIS-k: Video unavailable. This video is no longer available because the YouTube account associated with this video has been terminated.
failed,SrDTSB5bVS4,raining,train,ERROR: [youtube] SrDTSB5bVS4: This video is not available
failed,l7UAvZ3jbY8,typing on computer keyboard,train,ERROR: [youtube] l7UAvZ3jbY8: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,wPKcuzMAK3c,raining,train,ERROR: [youtube] wPKcuzMAK3c: Video unavailable
failed,KD0sDSmzuU4,typing on computer keyboard,train,ERROR: [youtube] KD0sDSmzuU4: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,-FXgPsF8hqk,ocean burbling,train,ERROR: [youtube] -FXgPsF8hqk: Video unavailable
failed,gVW13w2fXh8,"female speech, woman speaking",test,ERROR: [youtube] gVW13w2fXh8: Video unavailable
failed,kGR4FOTqvpY,typing on computer keyboard,train,ERROR: [youtube] kGR4FOTqvpY: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,yiFtRz_8GBQ,playing piano,train,ERROR: [youtube] yiFtRz_8GBQ: Video unavailable
failed,J6nPAJ0bK2I,playing piano,train,ERROR: [youtube] J6nPAJ0bK2I: Video unavailable
failed,AMjLjI5ItNc,typing on computer keyboard,train,ERROR: [youtube] AMjLjI5ItNc: Video unavailable
failed,InpwFGO4Lug,typing on computer keyboard,train,ERROR: [youtube] InpwFGO4Lug: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,8VogRJlmDiE,raining,train,ERROR: [youtube] 8VogRJlmDiE: This video is not available
failed,PqgwjSOMLOo,people crowd,train,ERROR: [youtube] PqgwjSOMLOo: Video unavailable
failed,ktKwa7N2q0g,raining,train,ERROR: [youtube] ktKwa7N2q0g: Video unavailable. This video is no longer available due to a copyright claim by Sony Music Entertainment (Japan) Inc.
failed,W49q7VqCntA,car engine knocking,train,ERROR: [youtube] W49q7VqCntA: Video unavailable
failed,hnmzd8IJtgw,helicopter,train,ERROR: [youtube] hnmzd8IJtgw: Video unavailable
failed,POuhGn61ZR8,raining,test,ERROR: [youtube] POuhGn61ZR8: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,J2nDnAerah0,helicopter,test,ERROR: [youtube] J2nDnAerah0: Video unavailable
failed,6EP0sykJ0HU,typing on computer keyboard,train,ERROR: [youtube] 6EP0sykJ0HU: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,SXM_YSOBhP0,thunder,train,ERROR: [youtube] SXM_YSOBhP0: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,AbH7KWIP-ec,cat meowing,train,ERROR: [youtube] AbH7KWIP-ec: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,s5GnOUMLm6Y,people crowd,train,ERROR: [youtube] s5GnOUMLm6Y: Sign in to confirm your age. This video may be inappropriate for some users. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,czqshbPTwKQ,playing piano,train,ERROR: [youtube] czqshbPTwKQ: This video is not available
failed,AUbQtsMg0uk,ocean burbling,test,ERROR: [youtube] AUbQtsMg0uk: Video unavailable
failed,V_xHvT3BhAc,cat meowing,train,ERROR: [youtube] V_xHvT3BhAc: Video unavailable
failed,38h1uuRACso,helicopter,train,ERROR: [youtube] 38h1uuRACso: This video is not available
failed,jChzM9_rP-Q,train horning,test,ERROR: [youtube] jChzM9_rP-Q: Video unavailable
failed,ytwrsAhwcHY,"female speech, woman speaking",train,ERROR: [youtube] ytwrsAhwcHY: Video unavailable. This video is no longer available because the YouTube account associated with this video has been terminated.
failed,C9f_yqkzqac,typing on computer keyboard,test,ERROR: [youtube] C9f_yqkzqac: This video is not available
failed,mjVFu7dALVA,waterfall burbling,test,ERROR: [youtube] mjVFu7dALVA: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,-ocADGlyaHc,helicopter,test,ERROR: [youtube] -ocADGlyaHc: This video is not available
failed,2jFRICR24-Q,cat meowing,train,ERROR: [youtube] 2jFRICR24-Q: Video unavailable
failed,m8sM-xftClA,thunder,train,ERROR: [youtube] m8sM-xftClA: Video unavailable
failed,-HLTp7gPBEw,cat meowing,train,ERROR: [youtube] -HLTp7gPBEw: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,dnBRWaI4E38,cat meowing,test,ERROR: [youtube] dnBRWaI4E38: Video unavailable
failed,pBXZyD7pVA8,cat meowing,train,ERROR: [youtube] pBXZyD7pVA8: Video unavailable
failed,UWikbCKXP04,train horning,train,ERROR: [youtube] UWikbCKXP04: Video unavailable
failed,-FnocfLZGPc,waterfall burbling,train,ERROR: [youtube] -FnocfLZGPc: This video is not available
failed,KivU5_ghnTM,thunder,train,ERROR: [youtube] KivU5_ghnTM: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,mc8weST4mHE,typing on computer keyboard,train,ERROR: [youtube] mc8weST4mHE: Video unavailable
failed,CHp-WHscy8Y,"female speech, woman speaking",train,ERROR: [youtube] CHp-WHscy8Y: Video unavailable
failed,YVOmkmjoT40,ocean burbling,train,ERROR: [youtube] YVOmkmjoT40: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,Z8ScIDp7FcI,people crowd,train,ERROR: [youtube] Z8ScIDp7FcI: This video has been removed for violating YouTube's policy on violent or graphic content
failed,FTEpVRLfOt4,ocean burbling,train,ERROR: [youtube] FTEpVRLfOt4: This video has been removed for violating YouTube's Terms of Service
failed,rXewUNbOLEs,"bird chirping, tweeting",train,ERROR: [youtube] rXewUNbOLEs: Video unavailable
failed,gMbSQoEexGM,"female speech, woman speaking",train,ERROR: [youtube] gMbSQoEexGM: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies
failed,yFiDj14cEMs,helicopter,train,ERROR: [youtube] yFiDj14cEMs: Video unavailable
failed,jUBBGxyAN4M,train horning,test,ERROR: [youtube] jUBBGxyAN4M: Video unavailable
